Customer Id	Master Customer Cd	Master Customer Nm	Addr1	City	State	Zip	Customer Integration Customer Class Dsc	trauma_ctr_flg	Customer Class Dsc
B1BONS	N013B1BONS	COREWELL HEALTH GROSSE POINTE	BEAUMONT ACCOUNTS PAYABLE	TROY	MI	48007-5050	Hospital                                	N	Hospital Customer
B7167B	N030B7167B	GARNET HEALTH MEDICAL CENTER	707 EAST MAIN STREET	MIDDLETOWN	NY	10940	Hospital                                	Y	Hospital Customer
000   	N011B7SMYC	SSM HEALTH SAINT MARYS HOSPITAL CENTRALIA					Hospital                                	N	Hospital Customer
BRAD  	N084BRAD	BIO-RAD LABORATORIES	2000 ALFRED NOBEL DRIVE	HERCULES	CA	94547	Other                                   	N	Miscellaneous
7022  	N0337022	WINDHAM COMM MEMORIAL HOSPITAL	112 MANSFIELD AVE	WILLIMANTIC	CT	06226	Hospital                                	N	Hospital in Region
B4PTOM	N027B4PTOM	POTOMAC VALLEY HOSPITAL	WVU MEDICINE	MORGANTOWN	WV	26505	Hospital                                	N	Hospital in Region
000   	N016CTY009	DOCTORS HOSPITAL OF NELSONVILLE-INACTIVE					Hospital                                	N	Hospital Customer
B3WSTY	N027B3WSTY	WESTMORELAND HOSPITAL	134 INDUSTRIAL PARK ROAD	GREENSBURG	PA	15601	Hospital                                	N	Hospital in Region
AENTRG	N041AENTRG	ENTERPRISE RESCUE GROUND					Air Ambulance                           	N	Hospital Customer
SBLHRB	N029SBLHRB	SENTARA BELLE HARBOUR	C/O SENTARA NORFOLK GEN HOSP	NORFOLK	VA	23507	Hospital                                	N	Hospital Customer
B1KBAL	N006B1KBAL	KAISER PERMANENTE BALDWIN PARK MED CTR	1011 BALDWIN PARK AVE	BALDWIN PARK	CA	91706	Hospital                                	N	Hospital Customer
B19214	N002B19214	WAMEGO HEALTH CENTER	711 GENN DRIVE	WAMEGO	KS	66547	Hospital                                	N	Hospital in Region
30OWOS	N01830OWOS	MEMORIAL HEALTHCARE	MEMORIAL HEALTHCARE	SALT LAKE CITY	UT	84131	Hospital                                	N	Hospital Customer
5429  	N0025429	AIR METHODS - PARSONS					Air Ambulance                           	N	Unclassified
6012  	N0126012	UNC ESHELMAN SCHOOL OF PHARMACY - DIV OF MOLECULAR PHARM	4009 MARSICO-125 MASON FARM RD	CHAPEL HILL	NC	27599	Other                                   	N	EO-Emerging Offerings
B16932	N002B16932	LABETTE HEALTH	1902 SOUTH HWY 59	PARSONS	KS	67357	Hospital                                	N	Hospital Customer
8903  	N0048903	HARVARD SCHOOL OF PUBLIC HEALTH					Other                                   	N	Research Lab Customers
000   	N016OSUD40	OSU-DEPT INTERNAL MEDICINE-MUNDY					Other                                   	N	EO-Emerging Offerings
000   	N049T0137G	UT HEALTH EAST TEXAS					Hospital                                	Y	Hospital Customer
000   	N032B1CHLD	CHILDRENS HOSPITAL OF WISCONSIN					Hospital                                	N	Hospital in Region
B9POPL	N020B9POPL	POPLAR COMMUNITY HOSPITAL	315 KNAPP ST	WOLF POINT	MT	59201	Hospital                                	N	Hospital Customer
000   	N038B6VIBR	VIBRA HOSPITAL OF FORT WAYNE					Hospital                                	N	Hospital in Region
CTY013	N016CTY013	ADENA MEDICAL CENTER	ADENA DEPARTMENT/COST CENTER	CHILLICOTHE	OH	45601-7037	Hospital                                	N	Hospital Customer
B3AESE	N055B3AESE	AR EVAC LIFESTREAM 073 - DEQUEEN					Air Ambulance                           	N	Hospital Customer
B0PPAV	N054B0PPAV	HOSPITAL PAVIA SANTURCE	PO BOX 366046	SAN JUAN	PR	00936-6046	Hospital                                	N	Hospital Customer
B1STJO	N003B1STJO	EMORY SAINT JOSEPH'S HOSPITAL	5665 PEACHTREE DUNWOODY RD NE	ATLANTA	GA	30342	Hospital                                	N	Hospital Customer
UTMLCC	N049UTMLCC	UTMB HEALTH LEAGUE CITY CAMPUS					Hospital                                	N	Hospital Customer
RWJS  	N022RWJS	ROBERT WOOD JOHNSON UNIV HOSPITAL SOMERSET	PO BOX 337	WEST LONG BRANCH	NJ	07764	Hospital                                	N	Hospital Customer
B37BRO	N040B37BRO	CARLE BROMENN MEDICAL CENTER	1304 FRANKLIN AVENUE	NORMAL	IL	61761	Hospital                                	Y	Hospital Customer
B9OVER	N011B9OVER	OVERLAND PARK REGIONAL MEDICAL CENTER	10500 QUIVIRA ROAD	OVERLAND PARK	KS	66215	Hospital                                	Y	Hospital Customer
CTYB16	N016CTYB16	BUCYRUS COMMUNITY HOSPITAL	629 N SANDUSKY AVE	BUCYRUS	OH	44820	Hospital                                	N	Hospital in Region
5228  	N0075228	AIR METHODS - FORT MOHAVE					Air Ambulance                           	N	Unclassified
B8UMMC	N011B8UMMC	UNIVERSITY HOSPITAL -COLUMBIA	ONE HOSPITAL DRIVE	COLUMBIA	MO	65212	Hospital                                	Y	Hospital Customer
038400	N019038400	MONROE CO MED CTR	529 CAP HARLAN RD	TOMPKINSVILLE	KY	42167	Hospital                                	N	Hospital Customer
000   	N055B3IZAR	IZARD REGIONAL MEDICAL CENTER, LLC					Hospital                                	N	Hospital Customer
B28MAS	N040B28MAS	MASON DISTRICT HOSPITAL	PO BOX 530	HAVANA	IL	62644-0530	Hospital                                	N	Hospital Customer
228A  	N006248	UNITED BLOOD SERVICES	4119 BROAD STREET, SUITE 100	SAN LUIS OBISPO	CA	93401	Non RC Blood Center                     	N	Hospital Customer
7333  	N0047333	VALLEY REGIONAL HOSPITAL	243 ELM STREET	CLAREMONT	NH	03743	Hospital                                	N	Hospital in Region
P00523	N021P00523	CURRY MEDICAL CENTER	DBA CURRY HEALTH NETWORK	BROOKINGS	OR	97415	Hospital                                	N	Hospital Customer
B0JAPH	N040B0JAPH	JACKSON PARK HOSPITAL AND MEDICAL CENTER	7531 S STONY ISLAND AVE	CHICAGO	IL	60649	Hospital                                	N	Hospital Customer
058000	N019058000	VANDERBILT UNIVERSITY MEDICAL CENTER	60 ATHLETES WAY NORTH	MT JULIET	TN	37122	Hospital                                	Y	Hospital Customer
B1CROU	N001B1CROU	CROUSE HOSPITAL	736 IRVING AVENUE	SYRACUSE	NY	13210	Hospital                                	Y	Hospital Out of Region
A46009	N041A46009	UNIVERSITY OF MISSISSIPPI MEDICAL CENTER MADISON	161 RIVER OAKS DRIVE	CANTON	MS	39046	Hospital                                	N	Hospital Customer
CHLCHP	N022CHLCHP	CHP- CHOP					Other                                   	N	Hospital Customer
CTY047	N016CTY047	GENESIS COSHOCTON MEDICAL CENTER					Hospital                                	N	Hospital Customer
B1SMRY	N013B1SMRY	TRINITY HEALTH LIVONIA HOSPITAL	PO BOX 5905	TROY	MI	48007-5905	Hospital                                	Y	Hospital Customer
B4SYRI	N020B4SYRI	SYRINGA GENERAL HOSPITAL	607 WEST MAIN	GRANGEVILLE	ID	83530	Hospital                                	N	Hospital Customer
MRCYMC	N040MRCYMC	MERCY MEDICAL CENTER					Hospital                                	Y	Hospital Customer
UNITY 	N017UNITY	UNITY HOSPITAL	ALLINA MEDICAL LABORATORIES	MINNEAPOLIS	MN	55407-1321	Hospital                                	N	Hospital Customer
B17628	N002B17628	RUSSELL REGIONAL HOSPITAL	200 S MAIN STREET	RUSSELL	KS	67665	Hospital                                	N	Hospital Customer
1714  	N0041714	HEALTH ALLIANCE LEOMINSTER HOSPITAL	60 HOSPITAL ROAD	LEOMINSTER	MA	01453	Hospital                                	Y	Hospital in Region
A10040	N041A10040	LAKELAND COMMUNITY HOSPITAL	PO BOX 780	HALEYVILLE	AL	35565	Hospital                                	N	Hospital Customer
LVHHO 	N022LVHHO	LEHIGH VALLEY HOSPITAL - HECKTOWN OAKS	PO BOX 1110	ALLENTOWN	PA	18105	Hospital                                	N	Hospital Customer
B0PNSJ	N054B0PNSJ	SAN JORGE CHILDRENS HOSPITAL	PO BOX 366046	SAN JUAN	PR	00936-6045	Hospital                                	N	Hospital Customer
B8LUKE	N020B8LUKE	ST LUKE COMMUNITY HOSPITAL-RONAN	107 6TH AVENUE SW	RONAN	MT	59864	Hospital                                	N	Hospital Customer
S98SLM	N020S98SLM	SOUTH LINCOLN MEDICAL CENTER	711 ONXY STREET	KEMMERER	WY	83101	Hospital                                	N	Hospital Customer
000005	N007000005	BENSON HOSPITAL	PO BOX 2290	BENSON	AZ	85602	Hospital                                	N	Hospital Customer
COL023	N016COL023	MT CARMEL GROVE CITY MEDICAL CENTER					Hospital                                	N	Hospital Customer
8870  	N0041058	QUINCY MEDICAL CENTER					Hospital                                	N	Hospital in Region
20013 	N02920013	ECU HEALTH CHOWAN HOSPITAL					Hospital                                	Y	Hospital Customer
DUKECT	N012DUKECT	DUKE UNIVERSITY HOSPITAL- CERUS	2301 ERWIN ROAD, DUKE NORTH	DURHAM	NC	27710	Other                                   	N	Hospital Customer
TBTBC 	N020TBTBC	THUNDER BIOTECH	395 W COUGAR BLVD	PROVO	UT	84604	Other                                   	N	EO-Emerging Offerings
B13036	N002B13036	ST. CATHERINES GARDEN CITY	CENTURA HEALTH	DENVER	CO	80237	Hospital                                	N	Hospital Customer
B1UNIV	N009B1UNIV	THE NEBRASKA MEDICAL CENTER	981180 NEBRASKA MEDICAL CENTER	OMAHA	NE	68198-1180	Hospital                                	Y	Hospital Customer
B13641	N002B13641	HILLSBORO COMMUNITY HOSPITAL	101 INDUSTRIAL RD	HILLSBORO	KS	67063	Hospital                                	N	Hospital in Region
250   	N006248	UNITED BLOOD SERVICES					Non RC Blood Center                     	N	Non RC Blood Centers
AENTA1	N041AENTA1	ENTERPRISE RESCUE AIR 1					Air Ambulance                           	N	Hospital Customer
B1CLAR	N036B1CLAR	MCLEOD HEALTH CLARENDON	PO BOX 550	MANNING	SC	29102	Hospital                                	N	Hospital Customer
50LUTZ	N01850LUTZ	ALEDA E LUTZ VA MEDICAL CENTER	1500 WEISS	SAGINAW	MI	48602	Government                              	N	Hospital Customer
1060  	N0049060	BRIGHTON-BOSTON MEDICAL CENTER					Hospital                                	N	Hospital in Region
5223  	N0045223	ST JOSEPH HOSPITAL - BANGOR	PO BOX 403	BANGOR	ME	04402	Hospital                                	N	Hospital in Region
P01413	N021P01413	THREE RIVERS HOSPITAL	PO BOX 577	BREWSTER	WA	98812	Hospital                                	N	Hospital Customer
B0NOMC	N040B0NOMC	NORTHWESTERN MEDICINE MCHENRY HOSPITAL					Hospital                                	N	Hospital Customer
B7GRFT	N027B7GRFT	GRAFTON CITY HOSPITAL	500 MARKET STREET	GRAFTON	WV	26354	Hospital                                	N	Hospital in Region
000   	N027B8OVMC	OHIO VALLEY MEDICAL CENTER					Hospital                                	Y	Hospital in Region
B1SPET	N001B1SPET	ST PETERS HOSPITAL	TH# 30101-19311	TROY	MI	48007	Hospital                                	N	Hospital in Region
B2BARH	N006B2BARH	BARLOW RESPIRATORY HOSPITAL	2000 STADIUM WAY	LOS ANGELES	CA	90026	Hospital                                	N	Hospital Customer
AIRMET	N024AIRMET	AIR METHODS GLASGOW					Air Ambulance                           	N	Hospital Customer
PRIN  	N017PRIN	FAIRVIEW NORTHLAND MEDICAL CENTER	911 NORTHLAND DR	PRINCETON	MN	55371	Hospital                                	N	Hospital Customer
B9BHLN	N066B9BHLN	BENEFIS HOSPITALS-HELENA					Hospital                                	N	Hospital Customer
1805  	N0041805	LAWRENCE GENERAL HOSPITAL	1 GENERAL STREET	LAWRENCE	MA	01840	Hospital                                	N	Hospital in Region
20017 	N02920017	ONSLOW MEMORIAL HOSPITAL					Hospital                                	N	Hospital Customer
VIVOBC	N022VIVOBC	VIVODYNE					Other                                   	N	Destruction Customer
BCOPER	N007BCOPER	COPPER QUEEN COMM HOSPITAL ED DOUGLAS					Hospital                                	N	Hospital Customer
000   	N016OSUD29	OSU CLINICAL RESEARCH DEPT-DR A FREUD					Other                                   	N	EO-Emerging Offerings
B3POOS	N013B3POOS	MCLAREN OAKLAND	50 NORTH PERRY	PONTIAC	MI	48342	Hospital                                	Y	Hospital Customer
B2ANDR	N011B2ANDR	ANDERSON REHABILITATION INSTITUTE	3204 ANDERSON HEALTHCARE DR	EDWARDSVILLE	IL	62025	Hospital                                	N	Hospital Customer
B3GHMM	N054B3GHMM	H. SAN ANTONIO	PO BOX 366046	SAN JUAN	PR	00936-6046	Hospital                                	N	Hospital Customer
NJCNST	N022NJCNST	CENTRA STATE MEDICAL CENTER	901 WEST MAIN STREET	FREEHOLD	NJ	07728	Hospital                                	N	Hospital Out of Region
B4MCRA	N038B4MCRA	PARKVIEW NOBLE HOSPITAL	PO BOX 5600	FORT WAYNE	IN	46895-5600	Hospital                                	N	Hospital in Region
GRIF  	N088GRIF	GRIFOLS DIAGNOSTIC SOLUTIONS INC					Other                                   	N	Hospital Customer
T4500T	N049T4500T	MEDICAL CITY OF MCKINNEY					Hospital                                	Y	Hospital Customer
A1OLOL	N041A1OLOL	OUR LADY OF THE LAKE					Hospital                                	N	Hospital in Region
C0064B	N042C0064B	BEACHWOOD MEDICAL CENTER					Hospital                                	N	Hospital in Region
P01401	N021P01401	CENTRAL WASHINGTON HOSPITAL HEALTH SYS	PO BOX 1887	WENATCHEE	WA	98801	Hospital                                	N	Hospital Customer
MLKCH 	N006MLKCH	MARTIN LUTHER KING JR COMMUNITY HOSPITAL	1680 EAST 120TH STREET	LOS ANGELES	CA	90059	Hospital                                	N	External Blood Bank Customers
000   	N032M7RETH	ANAND PADMANABHAM MD					Other                                   	N	Researchers
1009  	N0041009	BROCKTON HOSPITAL	680 CENTER STREET	BROCKTON	MA	02302	Hospital                                	N	Hospital in Region
B1VABK	N035B1VABK	VA MEDICAL CENTER-BECKLEY	DEPARTMENT OF VETERANS AFFAIRS	AUSTIN	TX	78714-8971	Government                              	N	Hospital Customer
FAIR  	N017FAIR	MAYO CLINIC HEALTH SYSTEM FAIRMONT	MAYO CLINIC	ROCHESTER	MN	55905	Hospital                                	N	Hospital Customer
USNHGB	N088USNHGB	US NAVAL HOSPITAL GUANTANAMO BAY CUBA					Government                              	N	EO-Hub Accts
5344  	N0125344	CENTRAL HARNETT HOSPITAL	HARNET HEALTH	DUNN	NC	28335	Hospital                                	N	Hospital Customer
B2VALT	N027B2VALT	ALTOONA VA MEDICAL CENTER	DEPT OF VETERANS AFFAIRS	AUSTIN	TX	78714-8971	Government                              	N	Hospital in Region
009110	N024009110	HARDIN MEMORIAL HOSPITAL	913 WEST DIXIE	ELIZABETHTOWN	KY	42701	Hospital                                	N	Hospital Customer
B2RCLD	N009B2RCLD	WEBSTER COUNTY COMMUNITY HOSPITAL	PO BOX 465	RED CLOUD	NE	68970	Hospital                                	N	Hospital Customer
B1GRNW	N013B1GRNW	DMC SINAI-GRACE HOSPITAL	C/O DMC ACCOUNTS PAYABLE	CHESTERTON	IN	46304	Hospital                                	Y	Hospital Customer
000   	N003B3ROCK	PIEDMONT ROCKDALE HOSPITAL					Hospital                                	N	Hospital Customer
024100	N019024100	SOUTHERN TENNESSE REGIONAL HS PULASKI	C/O LIFEPOINT	NASHVILLE	TN	37228	Hospital                                	N	Hospital Customer
000   	N042C00014	UNIVERSITY HOSPITALS					Other                                   	N	Hospital Customer
5237  	N0075237	AIR METHODS OREM					Air Ambulance                           	N	Hospital Customer
7508  	N0217508	AIR METHODS ROSWELL					Air Ambulance                           	N	Unclassified
5027  	N0065027	AIR METHODS EL CENTRO					Air Ambulance                           	N	Unclassified
000   	N0048866R	TUFTS UNIV SCHOOL OF MEDICINE					Other                                   	N	Researchers
B0MRCY	N053B0MRCY	MERCY MEDICAL CTR INC	301 ST PAUL PLACE	BALTIMORE	MD	21202	Hospital                                	Y	Hospital Customer
B2BVUE	N042BELLE	BELLEVUE HOSPITAL	1400 WEST MAIN STREET	BELLEVUE	OH	44811	Hospital                                	N	Hospital Customer
133   	N036133	BLOOD CONNECTION, INC	1099 BRACKEN RD	PIEDMONT	SC	29673	Non RC Blood Center                     	N	Non RC Blood Centers
B35KIR	N040B35KIR	KIRBY MEDICAL CENTER	1000 MEDICAL CENTER DRIVE	MONTICELLO	IL	61856	Hospital                                	N	Hospital Customer
5105  	N0045105	CENTRAL MAINE MEDICAL CENTER	29 LOWELL STREET	LEWISTON	ME	04240	Hospital                                	Y	Hospital in Region
000   	N0048543R	UNIVERSITY OF MASSACHUSETTS					Hospital                                	N	Researchers
000   	N042C0031A	CLEVELAND CITYWIDE FELLOWSHIP PROGRAM-UH					Hospital                                	N	Hospital in Region
IRL029	N600IRL029	ARCIRL-MID-ATLANTIC-NORFOLK SITE	611 WEST BRAMBLETON AVENUE	NORFOLK	VA	23510	American Red Cross                      	N	Internal Location
I1RICH	N036B1RICH	PRISMA HEALTH RICHLAND HOSPITAL	PRISMA HEALTH	GREENVILLE	SC	29616	Hospital                                	Y	Hospital Customer
AM012 	N001AM012	AIR METHODS WALLKILL					Air Ambulance                           	N	Unclassified
1280  	N024001280	THE KINGS DAUGHTERS HEALTH					Hospital                                	N	Hospital Customer
B9GFCM	N020B9GFCM	GREAT FALLS CLINIC HOSPITAL	3010 15TH AVENUE SOUTH	GREAT FALLS	MT	59405	Hospital                                	N	Hospital Customer
000   	N084B9OCON	O'CONNOR HOSPITAL					Hospital                                	N	Hospital Customer
B1HDKB	N003B1HDKB	EMORY HILLANDALE HOSPITAL	2801 DEKALB MEDICAL PARKWAY	LITHONIA	GA	30058	Hospital                                	N	Miscellaneous
000   	N021P00201	LEGACY SILVERTON MEDICAL CENTER					Hospital                                	N	Hospital Customer
B4WAHO	N009B4WAHO	SAUNDERS COUNTY COMMUNITY HOSPITAL	1760 COUNTY ROAD J	WAHOO	NE	68066-4152	Hospital                                	N	Hospital Customer
AM013 	N001AM013	AIR METHODS ROME	AIR METHODS CORPORATION	GREENWOOD VILLAGE	CO	80111	Air Ambulance                           	N	Hospital Customer
000   	N030B3000B	BUCKTAIL MEDICAL CENTER					Hospital                                	N	Hospital in Region
20007 	N02920007	ECU HEALTH BEAUFORT CAMPUS	PO BOX 6028	GREENVILLE	NC	27835	Hospital                                	Y	Hospital Customer
000   	N055B1BAPT	BAPTIST HEALTH MEDICAL CENTER LITTLE ROCK					Hospital                                	Y	Hospital Customer
8002  	N0208002	AIR METHODS - CASPER FW					Air Ambulance                           	N	Unclassified
B6BVRL	N006B6BVRL	ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO					Hospital                                	N	Hospital Customer
2580  	N0122580	UNC HEALTH BLUE RIDGE VALDESE					Hospital                                	N	Hospital Customer
034600	N019034600	LOURDES HOSPITAL	1530 LONE OAK RD	PADUCAH	KY	42003	Hospital                                	N	Hospital Customer
2205  	N0122205	DAVIS REGIONAL MEDICAL CENTER	PO BOX 1823	STATESVILLE	NC	28687	Hospital                                	N	Hospital Customer
